basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,portfolio_enhanced_momentum,portfolio_enhanced_trend,portfolio_enhanced_breakout,portfolio_enhanced_mean_reversion
66537049.34906762,68415295.73204032,65381624.43603572,67361816.13699916,921566.7388817157,928512.6423173745,858638.5785716334,1308424.8035620418
66714958.99914589,68722773.6022645,65632645.383937694,67601754.15471634,911704.1296860065,939364.3416562874,849321.5669811526,1341511.8441656795
66573901.78772596,68528030.6591891,65501168.629851826,67538241.41372818,913734.0964580859,937622.4416929085,858668.6683543483,1357082.3035620418
66105158.329641275,68161657.62951879,65135307.197605975,67118977.26909372,916604.0411163653,932915.5114904244,850862.4655059138,1333726.6887129513
66434671.56570925,68590087.7432417,65403478.91971825,67578708.9360897,951367.182614931,941045.6875820954,857889.3203008929,1355135.95901477
66122243.39989963,68283800.72484216,65152859.08312973,67386011.19381869,920043.0800148334,938537.2545028527,802368.4909060756,1442205.0581181017
66658742.82963911,68762723.10206218,65595929.197519705,67721057.45843545,921483.49216617,951355.9617009957,802623.184302167,1485739.6076697675
67154616.97754589,68914130.56179515,65962734.51553488,68026436.75558886,929508.4147459354,981456.9237685998,806984.7765801707,1488661.9680060712
66943370.18139663,68501791.57254395,65900490.449847974,67689716.03492758,923077.6175886478,983867.7980976899,804103.96014388,1450672.608233389
66965797.72387686,68771406.37327999,65838957.45796837,67388033.77345392,895514.0910850848,984462.321698745,809574.4666112224,1485739.6076697675
67453604.22812143,69157935.73717836,66122852.91188372,67665502.63310218,907369.8248726215,983660.4912315209,812846.9007457057,1482817.39451116
66899779.489399426,68769057.52566034,65598188.83109815,67119002.02119493,891263.2550140704,973420.2846456368,807730.8397858897,1459439.3948869077
66720561.91301836,68707885.02620971,65427983.38641046,66967985.758721285,896400.3376442279,965397.8396082718,801168.4940360347,1485739.6076697675
66352512.53497185,68645009.35516652,65193731.16959912,66595229.86820914,864574.3500534381,944791.7058292229,792654.3076117793,1491584.3283423749
66474108.792304486,68606001.98196277,65258293.67412156,66685938.129812986,866476.4504486407,949797.1560602982,817721.7183173457,1468206.03436273
66020667.34897369,68315949.82513998,64797117.87312529,66285964.64468842,864742.3928238238,942601.6197863419,818343.1243613521,1436061.248084959
65862010.66294611,68110305.80135222,64810394.390173934,66307799.695552655,905040.7200065936,936306.8011275132,822578.0250266353,1406838.8221434918
65777171.84017036,67885859.15493205,64684031.26207323,66276389.611334875,903130.3062225665,928494.771517833,822773.8192160884,1388124.477212843
65871675.28906865,68113146.84349185,64858312.23786029,66367916.90232622,899383.4786440219,930674.8998747666,829475.5236457149,1385775.4474810925
66001443.18040615,68292428.9693361,65180071.36852893,66546874.73003494,880942.3998738612,929675.7456456025,834191.1457770625,1395171.326368269
